date,component,country,rolling_corr
1980-04-01,GDP,Thailand,NA
1980-07-01,GDP,Thailand,NA
1980-10-01,GDP,Thailand,NA
1981-01-01,GDP,Thailand,NA
1981-04-01,GDP,Thailand,NA
1981-07-01,GDP,Thailand,NA
1981-10-01,GDP,Thailand,NA
1982-01-01,GDP,Thailand,NA
1982-04-01,GDP,Thailand,NA
1982-07-01,GDP,Thailand,NA
1982-10-01,GDP,Thailand,NA
1983-01-01,GDP,Thailand,NA
1983-04-01,GDP,Thailand,NA
1983-07-01,GDP,Thailand,NA
1983-10-01,GDP,Thailand,NA
1984-01-01,GDP,Thailand,NA
1984-04-01,GDP,Thailand,NA
1984-07-01,GDP,Thailand,NA
1984-10-01,GDP,Thailand,NA
1985-01-01,GDP,Thailand,NA
1985-04-01,GDP,Thailand,NA
1985-07-01,GDP,Thailand,NA
1985-10-01,GDP,Thailand,NA
1986-01-01,GDP,Thailand,NA
1986-04-01,GDP,Thailand,NA
1986-07-01,GDP,Thailand,NA
1986-10-01,GDP,Thailand,NA
1987-01-01,GDP,Thailand,NA
1987-04-01,GDP,Thailand,NA
1987-07-01,GDP,Thailand,NA
1987-10-01,GDP,Thailand,NA
1988-01-01,GDP,Thailand,NA
1988-04-01,GDP,Thailand,NA
1988-07-01,GDP,Thailand,NA
1988-10-01,GDP,Thailand,NA
1989-01-01,GDP,Thailand,NA
1989-04-01,GDP,Thailand,NA
1989-07-01,GDP,Thailand,NA
1989-10-01,GDP,Thailand,NA
1990-01-01,GDP,Thailand,NA
1990-04-01,GDP,Thailand,NA
1990-07-01,GDP,Thailand,NA
1990-10-01,GDP,Thailand,NA
1991-01-01,GDP,Thailand,NA
1991-04-01,GDP,Thailand,NA
1991-07-01,GDP,Thailand,NA
1991-10-01,GDP,Thailand,NA
1992-01-01,GDP,Thailand,NA
1992-04-01,GDP,Thailand,NA
1992-07-01,GDP,Thailand,NA
1992-10-01,GDP,Thailand,NA
1993-01-01,GDP,Thailand,NA
1993-04-01,GDP,Thailand,NA
1993-07-01,GDP,Thailand,0.938512638109017
1993-10-01,GDP,Thailand,0.8418302835609974
1994-01-01,GDP,Thailand,0.838529914435851
1994-04-01,GDP,Thailand,0.8499565395358424
1994-07-01,GDP,Thailand,0.8258749374293822
1994-10-01,GDP,Thailand,0.5285889453424519
1995-01-01,GDP,Thailand,0.6810015868066404
1995-04-01,GDP,Thailand,0.7781265467188787
1995-07-01,GDP,Thailand,0.8086565211781832
1995-10-01,GDP,Thailand,0.8364109677642566
1996-01-01,GDP,Thailand,0.8512238054737025
1996-04-01,GDP,Thailand,0.8963663858370825
1996-07-01,GDP,Thailand,0.9090695033153608
1996-10-01,GDP,Thailand,0.8704888371381657
1997-01-01,GDP,Thailand,0.8085545787407032
1997-04-01,GDP,Thailand,0.7993632048688826
1997-07-01,GDP,Thailand,0.7601793895331621
1997-10-01,GDP,Thailand,0.6517160941277202
1998-01-01,GDP,Thailand,0.6024868525721223
1998-04-01,GDP,Thailand,0.6697078855494129
1998-07-01,GDP,Thailand,0.7364225074925762
1998-10-01,GDP,Thailand,0.7411809368460167
1999-01-01,GDP,Thailand,0.7586625763728901
1999-04-01,GDP,Thailand,0.7744370336015778
1999-07-01,GDP,Thailand,0.7715439075523648
1999-10-01,GDP,Thailand,0.7763374639881574
2000-01-01,GDP,Thailand,0.7765139739063409
2000-04-01,GDP,Thailand,0.7819664051877927
2000-07-01,GDP,Thailand,0.7856761502272698
2000-10-01,GDP,Thailand,0.7886629760483153
2001-01-01,GDP,Thailand,0.7893800469226144
2001-04-01,GDP,Thailand,0.8016039613798587
2001-07-01,GDP,Thailand,0.8081984306860555
2001-10-01,GDP,Thailand,0.7803546479346319
2002-01-01,GDP,Thailand,0.7558561415293563
2002-04-01,GDP,Thailand,0.6961678463177183
2002-07-01,GDP,Thailand,0.590987368411924
2002-10-01,GDP,Thailand,0.6258652822032296
2003-01-01,GDP,Thailand,0.7395263644707021
2003-04-01,GDP,Thailand,0.7736647167821662
2003-07-01,GDP,Thailand,0.7329933985087059
2003-10-01,GDP,Thailand,0.6862606295370618
2004-01-01,GDP,Thailand,0.6023095097635234
2004-04-01,GDP,Thailand,0.45813944011782587
2004-07-01,GDP,Thailand,0.4483074469100738
2004-10-01,GDP,Thailand,0.5047773567220207
2005-01-01,GDP,Thailand,0.5773677907812975
2005-04-01,GDP,Thailand,0.636100613256956
2005-07-01,GDP,Thailand,0.5979237948972653
2005-10-01,GDP,Thailand,0.6155744939139934
2006-01-01,GDP,Thailand,0.5819694229511816
2006-04-01,GDP,Thailand,0.5801242355446575
2006-07-01,GDP,Thailand,0.44798840491260217
2006-10-01,GDP,Thailand,0.15604492202928202
2007-01-01,GDP,Thailand,0.048714498683145396
2007-04-01,GDP,Thailand,0.06801374598870964
2007-07-01,GDP,Thailand,0.12784345464924987
2007-10-01,GDP,Thailand,-0.10782174563720838
2008-01-01,GDP,Thailand,-0.022596530441039174
2008-04-01,GDP,Thailand,0.0986240296296113
2008-07-01,GDP,Thailand,0.029995468660571043
2008-10-01,GDP,Thailand,-0.04468386856467812
2009-01-01,GDP,Thailand,0.2203515460162553
2009-04-01,GDP,Thailand,0.34179472576976494
2009-07-01,GDP,Thailand,0.37290441657566004
2009-10-01,GDP,Thailand,0.3391723099509924
2010-01-01,GDP,Thailand,0.30773721286033245
2010-04-01,GDP,Thailand,0.301612440830402
2010-07-01,GDP,Thailand,0.30153510795248134
2010-10-01,GDP,Thailand,0.30060151898065723
2011-01-01,GDP,Thailand,0.29871629913222697
2011-04-01,GDP,Thailand,0.3111644598124875
2011-07-01,GDP,Thailand,0.32393029632777876
2011-10-01,GDP,Thailand,0.28835463632965813
2012-01-01,GDP,Thailand,0.29155918570391715
2012-04-01,GDP,Thailand,0.3086773844931774
2012-07-01,GDP,Thailand,0.3317983221564765
2012-10-01,GDP,Thailand,0.380186176119656
2013-01-01,GDP,Thailand,0.3595033823387472
2013-04-01,GDP,Thailand,0.32882923970567146
2013-07-01,GDP,Thailand,0.41467695311343405
2013-10-01,GDP,Thailand,0.5280235871368477
2014-01-01,GDP,Thailand,0.40308429057821954
2014-04-01,GDP,Thailand,0.21263528616642163
2014-07-01,GDP,Thailand,0.18051680476603554
2014-10-01,GDP,Thailand,0.19872280153094596
2015-01-01,GDP,Thailand,0.3617817752733063
2015-04-01,GDP,Thailand,0.3919306224954476
2015-07-01,GDP,Thailand,0.39021485540181045
2015-10-01,GDP,Thailand,0.39694521494969415
2016-01-01,GDP,Thailand,0.392241051001869
2016-04-01,GDP,Thailand,0.4026043005703224
2016-07-01,GDP,Thailand,0.40251711307495847
2016-10-01,GDP,Thailand,0.779135025665848
2017-01-01,GDP,Thailand,0.788945144199577
2017-04-01,GDP,Thailand,0.7661352586826514
2017-07-01,GDP,Thailand,0.7566777114593085
2017-10-01,GDP,Thailand,0.847248221792987
2018-01-01,GDP,Thailand,0.9467020481833472
2018-04-01,GDP,Thailand,0.9608500739946835
2018-07-01,GDP,Thailand,0.955410245347754
2018-10-01,GDP,Thailand,0.9587644692698838
2019-01-01,GDP,Thailand,0.9684331003137003
2019-04-01,GDP,Thailand,0.967625157686334
2019-07-01,GDP,Thailand,0.9587454674716143
2019-10-01,GDP,Thailand,0.9413357365691263
2020-01-01,GDP,Thailand,0.9190759429192734
2020-04-01,GDP,Thailand,0.9644345608159477
2020-07-01,GDP,Thailand,0.9585157447690362
2020-10-01,GDP,Thailand,0.9548944012810578
2021-01-01,GDP,Thailand,0.957101058387994
2021-04-01,GDP,Thailand,0.9590641552967791
2021-07-01,GDP,Thailand,0.9621668638593959
2021-10-01,GDP,Thailand,0.9631458446744048
2022-01-01,GDP,Thailand,0.963751486801821
2022-04-01,GDP,Thailand,0.9638258007359359
2022-07-01,GDP,Thailand,0.9639372396743119
2022-10-01,GDP,Thailand,0.9629799608658305
2023-01-01,GDP,Thailand,0.9656976586072876
2023-04-01,GDP,Thailand,0.9668336059449597
2023-07-01,GDP,Thailand,0.965188809458084
2023-10-01,GDP,Thailand,0.9622061696289309
2024-01-01,GDP,Thailand,0.9617321895905966
2024-04-01,GDP,Thailand,0.9565258824744509
2024-07-01,GDP,Thailand,0.9427593497631684
2024-10-01,GDP,Thailand,0.9374129926795856
2025-01-01,GDP,Thailand,0.9499396527487391
2025-04-01,GDP,Thailand,0.9380077955322038
2025-07-01,GDP,Thailand,0.9266143812977101
2025-10-01,GDP,Thailand,0.9364343744999806
1975-01-01,GDP,United States,NA
1975-04-01,GDP,United States,NA
1975-07-01,GDP,United States,NA
1975-10-01,GDP,United States,NA
1976-01-01,GDP,United States,NA
1976-04-01,GDP,United States,NA
1976-07-01,GDP,United States,NA
1976-10-01,GDP,United States,NA
1977-01-01,GDP,United States,NA
1977-04-01,GDP,United States,NA
1977-07-01,GDP,United States,NA
1977-10-01,GDP,United States,NA
1978-01-01,GDP,United States,NA
1978-04-01,GDP,United States,NA
1978-07-01,GDP,United States,NA
1978-10-01,GDP,United States,NA
1979-01-01,GDP,United States,NA
1979-04-01,GDP,United States,NA
1979-07-01,GDP,United States,NA
1979-10-01,GDP,United States,NA
1980-01-01,GDP,United States,NA
1980-04-01,GDP,United States,NA
1980-07-01,GDP,United States,NA
1980-10-01,GDP,United States,NA
1981-01-01,GDP,United States,NA
1981-04-01,GDP,United States,NA
1981-07-01,GDP,United States,NA
1981-10-01,GDP,United States,NA
1982-01-01,GDP,United States,NA
1982-04-01,GDP,United States,NA
1982-07-01,GDP,United States,NA
1982-10-01,GDP,United States,NA
1983-01-01,GDP,United States,NA
1983-04-01,GDP,United States,NA
1983-07-01,GDP,United States,NA
1983-10-01,GDP,United States,NA
1984-01-01,GDP,United States,NA
1984-04-01,GDP,United States,NA
1984-07-01,GDP,United States,NA
1984-10-01,GDP,United States,NA
1985-01-01,GDP,United States,NA
1985-04-01,GDP,United States,NA
1985-07-01,GDP,United States,NA
1985-10-01,GDP,United States,NA
1986-01-01,GDP,United States,NA
1986-04-01,GDP,United States,NA
1986-07-01,GDP,United States,NA
1986-10-01,GDP,United States,NA
1987-01-01,GDP,United States,NA
1987-04-01,GDP,United States,NA
1987-07-01,GDP,United States,0.7747340568691125
1987-10-01,GDP,United States,-0.653757147979988
1988-01-01,GDP,United States,-0.6732254591344614
1988-04-01,GDP,United States,-0.27675774101800293
1988-07-01,GDP,United States,-0.3298187794337035
1988-10-01,GDP,United States,-0.29892370801437773
1989-01-01,GDP,United States,-0.10256872910868402
1989-04-01,GDP,United States,-0.152160068958344
1989-07-01,GDP,United States,-0.1985831849501094
1989-10-01,GDP,United States,-0.22545921000338645
1990-01-01,GDP,United States,-0.24787751604412048
1990-04-01,GDP,United States,-0.24092597889640366
1990-07-01,GDP,United States,-0.23773217229458066
1990-10-01,GDP,United States,-0.2573594901826706
1991-01-01,GDP,United States,-0.18344710584387489
1991-04-01,GDP,United States,-0.22116244186564435
1991-07-01,GDP,United States,-0.25429366205377557
1991-10-01,GDP,United States,-0.26193551884119587
1992-01-01,GDP,United States,-0.18419341093519878
1992-04-01,GDP,United States,-0.10668906359058158
1992-07-01,GDP,United States,-0.09671153803408064
1992-10-01,GDP,United States,-0.07068660957154939
1993-01-01,GDP,United States,-0.014682270023486245
1993-04-01,GDP,United States,-0.014536369233065746
1993-07-01,GDP,United States,0.01683484084566534
1993-10-01,GDP,United States,-0.005296048279348941
1994-01-01,GDP,United States,-0.1401836726568726
1994-04-01,GDP,United States,-0.09414837017495847
1994-07-01,GDP,United States,-0.07025528910082576
1994-10-01,GDP,United States,-0.08007075994745032
1995-01-01,GDP,United States,-0.007840214617108475
1995-04-01,GDP,United States,-0.04440803459717484
1995-07-01,GDP,United States,-0.12333540967758688
1995-10-01,GDP,United States,-0.15634389912189608
1996-01-01,GDP,United States,-0.2411585781590706
1996-04-01,GDP,United States,-0.15479916606051045
1996-07-01,GDP,United States,-0.12012688304445052
1996-10-01,GDP,United States,-0.12454673578089843
1997-01-01,GDP,United States,-0.27722407024147405
1997-04-01,GDP,United States,-0.23827584488139542
1997-07-01,GDP,United States,-0.10456470450957281
1997-10-01,GDP,United States,-3.518109942375277e-4
1998-01-01,GDP,United States,-0.03779298312506377
1998-04-01,GDP,United States,-0.13491554113006662
1998-07-01,GDP,United States,-0.2949699421038748
1998-10-01,GDP,United States,-0.4659930086685437
1999-01-01,GDP,United States,-0.5226594382340695
1999-04-01,GDP,United States,-0.5691419049687293
1999-07-01,GDP,United States,-0.6013065915915112
1999-10-01,GDP,United States,-0.5939941872260788
2000-01-01,GDP,United States,-0.5891981163664977
2000-04-01,GDP,United States,-0.5548949275559589
2000-07-01,GDP,United States,-0.5534389246510476
2000-10-01,GDP,United States,-0.5452765135140403
2001-01-01,GDP,United States,-0.5553989979455539
2001-04-01,GDP,United States,-0.5370545553521662
2001-07-01,GDP,United States,-0.4687138067772075
2001-10-01,GDP,United States,-0.37763986402337096
2002-01-01,GDP,United States,-0.2984557576882005
2002-04-01,GDP,United States,-0.27812792857398905
2002-07-01,GDP,United States,-0.3147958434247299
2002-10-01,GDP,United States,-0.3700864239977125
2003-01-01,GDP,United States,-0.42340470716091316
2003-04-01,GDP,United States,-0.49554188762608614
2003-07-01,GDP,United States,-0.5610236963769024
2003-10-01,GDP,United States,-0.6496368835957795
2004-01-01,GDP,United States,-0.6647268193511374
2004-04-01,GDP,United States,-0.6944149122582904
2004-07-01,GDP,United States,-0.733269006528772
2004-10-01,GDP,United States,-0.669797384035
2005-01-01,GDP,United States,-0.5724431620466753
2005-04-01,GDP,United States,-0.331824466054827
2005-07-01,GDP,United States,-0.0692748510047128
2005-10-01,GDP,United States,-0.05278858593969003
2006-01-01,GDP,United States,-0.010612490162646463
2006-04-01,GDP,United States,-0.10109920988275004
2006-07-01,GDP,United States,-0.19832682097267784
2006-10-01,GDP,United States,-0.3700723443701739
2007-01-01,GDP,United States,-0.39647860312664984
2007-04-01,GDP,United States,-0.38056179687378683
2007-07-01,GDP,United States,-0.3468119208073639
2007-10-01,GDP,United States,-0.5366619932633968
2008-01-01,GDP,United States,-0.415955311737965
2008-04-01,GDP,United States,-0.010398731059171998
2008-07-01,GDP,United States,0.1456360162219706
2008-10-01,GDP,United States,0.003926902740998423
2009-01-01,GDP,United States,0.14573290997431315
2009-04-01,GDP,United States,0.28289362435496235
2009-07-01,GDP,United States,0.30646853855318634
2009-10-01,GDP,United States,0.35688982040796374
2010-01-01,GDP,United States,0.38977659280064125
2010-04-01,GDP,United States,0.3946409095736198
2010-07-01,GDP,United States,0.3986310531117499
2010-10-01,GDP,United States,0.3967100113983866
2011-01-01,GDP,United States,0.405922619791946
2011-04-01,GDP,United States,0.4578824254210508
2011-07-01,GDP,United States,0.4920239377991684
2011-10-01,GDP,United States,0.5159894941957314
2012-01-01,GDP,United States,0.5234132776582199
2012-04-01,GDP,United States,0.5542266311573598
2012-07-01,GDP,United States,0.62071647563797006
2012-10-01,GDP,United States,0.8180194150207845
2013-01-01,GDP,United States,0.8437178681848204
2013-04-01,GDP,United States,0.7886447551276043
2013-07-01,GDP,United States,0.7933069536710464
2013-10-01,GDP,United States,0.8752191210459408
2014-01-01,GDP,United States,0.8456093031718825
2014-04-01,GDP,United States,0.6984116080688164
2014-07-01,GDP,United States,0.5395181803638636
2014-10-01,GDP,United States,0.29213796567772843
2015-01-01,GDP,United States,-0.2628099254488892
2015-04-01,GDP,United States,-0.48934211817528317
2015-07-01,GDP,United States,-0.5652343812138722
2015-10-01,GDP,United States,-0.5674973988401376
2016-01-01,GDP,United States,-0.5759567797088865
2016-04-01,GDP,United States,-0.5591324956186959
2016-07-01,GDP,United States,-0.5976157453342973
2016-10-01,GDP,United States,-0.5851301001601308
2017-01-01,GDP,United States,-0.6431974406282477
2017-04-01,GDP,United States,-0.7018988317755043
2017-07-01,GDP,United States,-0.5912584079253271
2017-10-01,GDP,United States,-0.3676384980408627
2018-01-01,GDP,United States,-0.015409950837879414
2018-04-01,GDP,United States,0.2901314300734992
2018-07-01,GDP,United States,0.4491539278813721
2018-10-01,GDP,United States,0.46248130557561845
2019-01-01,GDP,United States,0.5098507266444232
2019-04-01,GDP,United States,0.5729373248620673
2019-07-01,GDP,United States,0.716834529286675
2019-10-01,GDP,United States,0.7654486904642605
2020-01-01,GDP,United States,0.7203419615047317
2020-04-01,GDP,United States,0.8683563358663795
2020-07-01,GDP,United States,0.8784147004709313
2020-10-01,GDP,United States,0.8714273243229392
2021-01-01,GDP,United States,0.8593450459499872
2021-04-01,GDP,United States,0.8266795494623843
2021-07-01,GDP,United States,0.7867685848621043
2021-10-01,GDP,United States,0.7448663198863361
2022-01-01,GDP,United States,0.7329982941277497
2022-04-01,GDP,United States,0.7316889080061592
2022-07-01,GDP,United States,0.7309096900850303
2022-10-01,GDP,United States,0.7286019186758533
2023-01-01,GDP,United States,0.7254519330560085
2023-04-01,GDP,United States,0.7218715206659598
2023-07-01,GDP,United States,0.7178933382228547
2023-10-01,GDP,United States,0.7183506898091726
2024-01-01,GDP,United States,0.72255730600463
2024-04-01,GDP,United States,0.7350204921700055
2024-07-01,GDP,United States,0.7448895988002279
2024-10-01,GDP,United States,0.7407574143347829
2025-01-01,GDP,United States,0.7709155042399981
2025-04-01,GDP,United States,0.4393899160201237
2025-07-01,GDP,United States,0.2506322693332196
2025-10-01,GDP,United States,-0.08122832323919389
1975-01-01,GDP,Vietnam,NA
1975-04-01,GDP,Vietnam,NA
1975-07-01,GDP,Vietnam,NA
1975-10-01,GDP,Vietnam,NA
1976-01-01,GDP,Vietnam,NA
1976-04-01,GDP,Vietnam,NA
1976-07-01,GDP,Vietnam,NA
1976-10-01,GDP,Vietnam,NA
1977-01-01,GDP,Vietnam,NA
1977-04-01,GDP,Vietnam,NA
1977-07-01,GDP,Vietnam,NA
1977-10-01,GDP,Vietnam,NA
1978-01-01,GDP,Vietnam,NA
1978-04-01,GDP,Vietnam,NA
1978-07-01,GDP,Vietnam,NA
1978-10-01,GDP,Vietnam,NA
1979-01-01,GDP,Vietnam,NA
1979-04-01,GDP,Vietnam,NA
1979-07-01,GDP,Vietnam,NA
1979-10-01,GDP,Vietnam,NA
1980-01-01,GDP,Vietnam,NA
1980-04-01,GDP,Vietnam,NA
1980-07-01,GDP,Vietnam,NA
1980-10-01,GDP,Vietnam,NA
1981-01-01,GDP,Vietnam,NA
1981-04-01,GDP,Vietnam,NA
1981-07-01,GDP,Vietnam,NA
1981-10-01,GDP,Vietnam,NA
1982-01-01,GDP,Vietnam,NA
1982-04-01,GDP,Vietnam,NA
1982-07-01,GDP,Vietnam,NA
1982-10-01,GDP,Vietnam,NA
1983-01-01,GDP,Vietnam,NA
1983-04-01,GDP,Vietnam,NA
1983-07-01,GDP,Vietnam,NA
1983-10-01,GDP,Vietnam,NA
1984-01-01,GDP,Vietnam,NA
1984-04-01,GDP,Vietnam,NA
1984-07-01,GDP,Vietnam,NA
1984-10-01,GDP,Vietnam,NA
1985-01-01,GDP,Vietnam,NA
1985-04-01,GDP,Vietnam,NA
1985-07-01,GDP,Vietnam,NA
1985-10-01,GDP,Vietnam,NA
1986-01-01,GDP,Vietnam,NA
1986-04-01,GDP,Vietnam,NA
1986-07-01,GDP,Vietnam,NA
1986-10-01,GDP,Vietnam,NA
1987-01-01,GDP,Vietnam,NA
1987-04-01,GDP,Vietnam,NA
1987-07-01,GDP,Vietnam,NA
1987-10-01,GDP,Vietnam,NA
1988-01-01,GDP,Vietnam,NA
1988-04-01,GDP,Vietnam,NA
1988-07-01,GDP,Vietnam,NA
1988-10-01,GDP,Vietnam,NA
1989-01-01,GDP,Vietnam,NA
1989-04-01,GDP,Vietnam,NA
1989-07-01,GDP,Vietnam,NA
1989-10-01,GDP,Vietnam,NA
1990-01-01,GDP,Vietnam,NA
1990-04-01,GDP,Vietnam,NA
1990-07-01,GDP,Vietnam,NA
1990-10-01,GDP,Vietnam,NA
1991-01-01,GDP,Vietnam,NA
1991-04-01,GDP,Vietnam,-0.1776566445412808
1991-07-01,GDP,Vietnam,-0.4609765729477336
1991-10-01,GDP,Vietnam,-0.3577321562269101
1992-01-01,GDP,Vietnam,0.27579046022329884
1992-04-01,GDP,Vietnam,0.430415593367595
1992-07-01,GDP,Vietnam,0.4183645577188018
1992-10-01,GDP,Vietnam,0.4505979363373024
1993-01-01,GDP,Vietnam,0.48755320029113325
1993-04-01,GDP,Vietnam,0.5263656503630736
1993-07-01,GDP,Vietnam,0.526140855292142
1993-10-01,GDP,Vietnam,0.3828181377648105
1994-01-01,GDP,Vietnam,0.3526651189377726
1994-04-01,GDP,Vietnam,0.2834602711488516
1994-07-01,GDP,Vietnam,0.2893042859127749
1994-10-01,GDP,Vietnam,0.30909357540542337
1995-01-01,GDP,Vietnam,0.26759565843053346
1995-04-01,GDP,Vietnam,0.2626549363590422
1995-07-01,GDP,Vietnam,0.28926514229279854
1995-10-01,GDP,Vietnam,0.3757166589154871
1996-01-01,GDP,Vietnam,0.6329833242573638
1996-04-01,GDP,Vietnam,0.7805813715785325
1996-07-01,GDP,Vietnam,0.8538067846185047
1996-10-01,GDP,Vietnam,0.9057945193250406
1997-01-01,GDP,Vietnam,0.922355132225884
1997-04-01,GDP,Vietnam,0.9383475450251901
1997-07-01,GDP,Vietnam,0.9482910863085382
1997-10-01,GDP,Vietnam,0.9583618254213749
1998-01-01,GDP,Vietnam,0.8916180442160261
1998-04-01,GDP,Vietnam,0.6502618303418269
1998-07-01,GDP,Vietnam,0.47725500114013447
1998-10-01,GDP,Vietnam,0.3951904966082825
1999-01-01,GDP,Vietnam,0.4016140058968554
1999-04-01,GDP,Vietnam,0.45385682792566345
1999-07-01,GDP,Vietnam,0.5062558721983719
1999-10-01,GDP,Vietnam,0.5349447540651291
2000-01-01,GDP,Vietnam,0.5595318393110452
2000-04-01,GDP,Vietnam,0.5790189397132524
2000-07-01,GDP,Vietnam,0.5812544237060032
2000-10-01,GDP,Vietnam,0.5634471176864969
2001-01-01,GDP,Vietnam,0.5509986435182203
2001-04-01,GDP,Vietnam,0.5293491847987858
2001-07-01,GDP,Vietnam,0.5061356552971406
2001-10-01,GDP,Vietnam,0.45981865658438564
2002-01-01,GDP,Vietnam,0.39152561592698176
2002-04-01,GDP,Vietnam,0.27357986907103915
2002-07-01,GDP,Vietnam,0.04649203533040755
2002-10-01,GDP,Vietnam,-0.4362650631860061
2003-01-01,GDP,Vietnam,-0.7375999778842725
2003-04-01,GDP,Vietnam,-0.7252628133402962
2003-07-01,GDP,Vietnam,-0.622335526933099
2003-10-01,GDP,Vietnam,-0.2461475675781961
2004-01-01,GDP,Vietnam,0.14735784853028924
2004-04-01,GDP,Vietnam,0.5311012618177132
2004-07-01,GDP,Vietnam,0.6591115949248362
2004-10-01,GDP,Vietnam,0.6397445224602248
2005-01-01,GDP,Vietnam,0.5688781378402455
2005-04-01,GDP,Vietnam,0.4922532260705179
2005-07-01,GDP,Vietnam,0.35849976544909656
2005-10-01,GDP,Vietnam,0.3291043267537425
2006-01-01,GDP,Vietnam,0.2123444363729257
2006-04-01,GDP,Vietnam,0.08446668805887479
2006-07-01,GDP,Vietnam,-0.11002808590482403
2006-10-01,GDP,Vietnam,-0.32503684197691834
2007-01-01,GDP,Vietnam,-0.3279514870094157
2007-04-01,GDP,Vietnam,-0.300580229616019
2007-07-01,GDP,Vietnam,-0.2650242338455904
2007-10-01,GDP,Vietnam,-0.37936670244489573
2008-01-01,GDP,Vietnam,-0.24139074201854388
2008-04-01,GDP,Vietnam,0.18774124822198157
2008-07-01,GDP,Vietnam,0.20852692744508797
2008-10-01,GDP,Vietnam,0.11681019982039238
2009-01-01,GDP,Vietnam,0.20969649709502836
2009-04-01,GDP,Vietnam,0.11598292938454549
2009-07-01,GDP,Vietnam,0.0848672145603441
2009-10-01,GDP,Vietnam,0.11514518039768036
2010-01-01,GDP,Vietnam,0.21311906510060497
2010-04-01,GDP,Vietnam,0.21627458197204547
2010-07-01,GDP,Vietnam,0.221198364983566
2010-10-01,GDP,Vietnam,0.18052086318190497
2011-01-01,GDP,Vietnam,0.18212759469123194
2011-04-01,GDP,Vietnam,0.19769722723912958
2011-07-01,GDP,Vietnam,0.21434100596018194
2011-10-01,GDP,Vietnam,0.21636770678184278
2012-01-01,GDP,Vietnam,0.20810658268220553
2012-04-01,GDP,Vietnam,0.2136311240483382
2012-07-01,GDP,Vietnam,0.2454644580606084
2012-10-01,GDP,Vietnam,0.29394770866745645
2013-01-01,GDP,Vietnam,0.2696585637414578
2013-04-01,GDP,Vietnam,0.057643985255593756
2013-07-01,GDP,Vietnam,-0.18192884996523928
2013-10-01,GDP,Vietnam,-0.27949751891742536
2014-01-01,GDP,Vietnam,-0.3847111291681014
2014-04-01,GDP,Vietnam,-0.1606012843551131
2014-07-01,GDP,Vietnam,-0.06271871248789625
2014-10-01,GDP,Vietnam,0.13449634394074567
2015-01-01,GDP,Vietnam,0.05888947259862378
2015-04-01,GDP,Vietnam,-0.20353480705521285
2015-07-01,GDP,Vietnam,-0.29912167919629473
2015-10-01,GDP,Vietnam,-0.33005014304229124
2016-01-01,GDP,Vietnam,-0.38393055700788986
2016-04-01,GDP,Vietnam,-0.3836733503408872
2016-07-01,GDP,Vietnam,-0.40557021250318
2016-10-01,GDP,Vietnam,-0.3974612068964868
2017-01-01,GDP,Vietnam,-0.47324084920852577
2017-04-01,GDP,Vietnam,-0.30419797003449406
2017-07-01,GDP,Vietnam,0.05175926287593698
2017-10-01,GDP,Vietnam,0.22035557539404058
2018-01-01,GDP,Vietnam,0.4154688388274623
2018-04-01,GDP,Vietnam,0.6636527196412612
2018-07-01,GDP,Vietnam,0.7869344375941539
2018-10-01,GDP,Vietnam,0.8410730681909797
2019-01-01,GDP,Vietnam,0.8845297251593254
2019-04-01,GDP,Vietnam,0.9213805065392066
2019-07-01,GDP,Vietnam,0.9465583791823713
2019-10-01,GDP,Vietnam,0.9504599634310266
2020-01-01,GDP,Vietnam,0.9054022901634425
2020-04-01,GDP,Vietnam,0.9001640738355895
2020-07-01,GDP,Vietnam,0.7471990255320953
2020-10-01,GDP,Vietnam,0.6882446047454136
2021-01-01,GDP,Vietnam,0.697716235026663
2021-04-01,GDP,Vietnam,0.7162542751381573
2021-07-01,GDP,Vietnam,0.5965664609071296
2021-10-01,GDP,Vietnam,0.5935435564851632
2022-01-01,GDP,Vietnam,0.5966630900231326
2022-04-01,GDP,Vietnam,0.5927530232381715
2022-07-01,GDP,Vietnam,0.5929337765538641
2022-10-01,GDP,Vietnam,0.5934756591450533
2023-01-01,GDP,Vietnam,0.5881828047459072
2023-04-01,GDP,Vietnam,0.5749176525730543
2023-07-01,GDP,Vietnam,0.5597387093683075
2023-10-01,GDP,Vietnam,0.5476217536728256
2024-01-01,GDP,Vietnam,0.5147654078095566
2024-04-01,GDP,Vietnam,0.45786542705430877
2024-07-01,GDP,Vietnam,0.34236573782434204
2024-10-01,GDP,Vietnam,0.2488214980732709
2025-01-01,GDP,Vietnam,0.24397296685253644
2025-04-01,GDP,Vietnam,0.19796693049590103
2025-07-01,GDP,Vietnam,0.39228754721996434
2025-10-01,GDP,Vietnam,0.5848420397982679
